Revenue Growth,EPS,Gross Margin,priceEarningsRatio,Class
-0.0212,-1.04,0.4272,0,0
-0.1868,0.07,0.9336,0,1
0.2529,-23.6,0.3248,0,0
0.0489,1.73,0.1273,18.0925,1
0,-1.14,0,0,0
0.0561,-0.98,0.3055,0,0
0.0744,-0.508,0.3516,0,1
0.0433,-2.06,0.1523,0,1
0.154,2.79,0.4586,4.5591,1
0.1027,-0.02,0.1825,0,0
-1,-1.63,0,0,1
-0.126,-5.97,0.6023,0,0
-0.0196,-1.09,0.585,0,0
0.0932,-2.14,0.601,0,0
0.08,-0.16,0.8599,0,0
0.0759,1.9537,0.2111,15.5397,1
0.2405,0.069,0.5545,290.2899,0
1.5203,-0.16,0.5404,0,1
0.0558,1.97,0.3779,27.0812,1
0.5002,4.8,0.3763,0.1577,1
0,-1.15,0,0,0
0.1332,-14.61,0.0794,0,1
0.1759,3.02,1,10.6192,1
0.1556,7.1346,0.0604,6.0494,0
0.1407,1.24,1,12.2177,1
0.2279,0.28,1,4.3571,0
-0.0218,-0.16,-0.0292,0,1
0.0618,0.95,0.5884,19.3053,1
0.4919,1.26,1,16.2222,1
0.2675,6.75,0.8248,5.1259,1
0,-2.49,0,0,0
0.1409,3.4,1,9.5618,1
0.1711,1.69,1,20.7101,0
0.1128,5.28,0.3142,10.2746,1
0.1254,1.86,1,10.4892,1
-0.0185,-0.42,0.1943,0,0
0.0604,0.4,0.5564,31.9,1
0.3039,-34.2,0.4706,0,0
0.0762,-1.61,0.2378,0,1
0.1775,-1.82,0.126,0,0
-0.4443,15.081,0.6493,1.9932,0
0.168,3.55,0.1649,0,1
-0.1635,-0.99,0.5945,0,0
0.103,4.26,1,11.4554,1
-0.1307,-0.19,0.2502,0,1
0.1959,1.48,1,13.1284,1
0.4425,0.87,1,14.2299,0
-0.0542,0.53,1,53.8868,1
1.0151,0.04,0.3243,29.25,0
-0.1207,-9.1596,1,0,0
-0.3692,33.02,0.635,9.1066,0
0.087,5.82,1,14.3041,0
-0.0031,5.48,0.4196,14.9288,1
0.2636,-0.07,0.1932,0,1
0.2551,1.78,0.7585,6.118,1
-0.0139,2.48,1,11.4879,1
-0.0883,-0.54,0.7584,0,1
-0.2289,-0.28,0.2478,0,1
-0.0113,2.91,1,11.2955,1
0.1415,0.92,1,17.9348,1
0.0766,2.06,1,8.432,1
0.0039,1.61,0.7534,29.3292,1
0.0569,1.61,1,14.4161,1
0.9394,2.033,0.2676,20.6345,0
3.6796,1.46,1,7.8288,0
-0.0332,11.6,1,15.231,0
0.0268,-0.79,0.5679,0,1
0.0566,2.23,1,10.9686,1
-0.0283,0.5,1,21.4548,1
0.0904,1.72,1,9.564,1
0.0977,-0.77,0.0956,0,1
4.6585,-0.4247,1,0,1
-0.0807,-0.637,0.5109,0,1
-0.0342,20.71,0.5087,1.3675,1
-0.123,-6.88,1,0,0
0.0245,-0.05,0.2851,0,0
0,-0.0222,0,0,0
0.1805,3.09,1,12.7023,1
0.0519,1.36,0.3688,10.4779,1
-0.2373,-5.58,0.9765,0,0
10.7906,-0.15,0.0265,0,0
-0.0267,-0.71,0.2367,0,1
28.1235,0.25,0.9217,11.76,0
-0.1864,-0.26,0.4454,0,0
5.7575,-0.45,1,0,0
1.3969,2.29,0.653,22.6638,0
-0.0714,-0.41,0.1169,0,1
0.3101,0.74,0.1866,22.7928,1
0.0615,1.5,0.6593,8.0333,1
0,-0.1,0,0,1
-0.3739,1.59,0.3149,21.1635,1
0.1318,-0.19,0.2269,0,0
-0.5927,-2.63,1,0,0
0,-2.14,0,0,0
0.0199,0.0067,0.5099,2097.0149,1
0.0724,0.83,1,16.8072,1
-0.1151,-0.82,0.2089,0,0
0.0081,0.18,0.3797,13.2222,0
-0.1785,-16,0.6908,0,0
-0.0537,-2.31,0.5455,0,0
0,-0.2061,0,0,0
0.5864,-0.94,0.0753,0,0
-0.1679,-0.66,0.0488,0,0
-0.0417,10.81,0.5074,1.1166,1
-0.0222,1.55,0.4257,22.4968,1
-0.0477,-0.81,0.178,0,0
0.2213,0.61,1,6.8689,1
-0.0356,0.0222,0.1837,27.4775,0
0.5457,-0.5,0.5525,0,1
0.0185,0.43,1,9.3721,1
-0.9631,-3.26,0.5814,0,0
-0.0987,-1.2,0.6897,0,1
1.4194,0.56,1,6.5,1
0.0578,1.83,1,13.8907,1
0.4019,12,0.7114,1.825,0
0.1243,0.47,0.6276,21.0213,1
0,-0.1556,0,0,1
0.0026,0.35,0.332,46.7714,0
0.1143,-0.3,0.1999,0,0
-0.7893,0.03,0.0712,241.6667,1
0.0868,-0.02,0.3081,0,1
0,-0.7,0,0,1
1.026,1.11,0.9992,0,1
0.0625,1.98,0.2918,14.3434,0
0.1151,1.62,0.2002,8.4877,0
0.136,0.13,0.6526,199.2308,1
1.2372,-1.0084,0.8574,0,0
0.0665,-0.01,0.9309,0,1
0.0396,0.77,1,16.9091,1
0.0642,1.26,1,14.4524,1
-0.3583,-0.73,-0.0296,0,0
0.7911,0.18,0.6851,66.8333,1
-0.1672,-89,0.5027,0,0
0.0743,-1.3,0.336,0,1
-0.0393,-0.17,0.3153,0,1
0.0931,-8.1926,1,0,0
0.1348,1.21,1,10.7438,1
0.4699,-0.72,0.2287,0,0
-0.27,-4.75,-2.4247,0,0
-1,-14.38,0,0,1
-0.281,-0.21,0.3293,0,0
-0.0915,-1.08,0.2113,0,0
-0.1095,-0.86,0.1883,0,1
-0.0198,-1.98,0.0926,0,0
-0.2054,-1.4,0.6124,0,1
0,-0.0904,0,0,1
0,-2.42,0,0,0
-0.0058,0.08,0.1318,30.5,1
3.4707,-1.3564,1,0,0
-0.3732,-5.2,1,0,0
0.291,0.58,1,4.6897,0
0.9667,-0.89,0.2674,0,1
0.0378,1.41,1,10.3546,1
0.243,1.42,1,17.4507,1
-0.4158,-0.32,1,0,0
-0.3938,-93.18,-0.0023,0,0
-0.4478,-1.1994,1.8965,0,0
0.125,2.21,1,10.3846,1
0.1065,2.38,0.3693,6.895,0
0,1.7,1,3.1176,1
0.1732,0.4,0.3697,17.225,1
0.3912,-0.55,0.3586,0,0
0.1229,0.06,1,195.75,0
0.4293,1.02,1,11.4608,1
0.0331,-2.16,0.2582,0,0
0.2492,-1.22,-0.0076,0,1
0,-1.28,0,0,1
1.4735,-3.78,0.9741,0,1
0,-0.0362,0,0,1
-0.4266,-0.17,0.9545,0,1
-0.0213,2.48,0.2122,8.6492,0
0.0552,1.23,0.3237,11.065,1
-0.0232,1.36,1,15.4412,0
0.1793,-0.68,0.2094,0,0
0.0438,0.57,0.8891,18.0877,0
0,-1.67,0,0,0
0.0501,0.32,0.3992,41.7188,1
11.6475,-1.0638,0.9209,0,1
0,-5.23,0,0,1
-0.3265,-1.87,0.4749,0,1
0.2159,0.12,0.9891,0,1
0.0214,-1.08,0.368,0,1
0,-1.75,0,0,0
-0.0003,0.49,0.7027,12.408,1
4.209,-0.5,0.7647,0,0
0.0388,-2.14,1,0,0
0.1587,-0.59,0.8684,0,0
0.0384,1.28,0.7504,10.8672,0
0.4805,-0.28,0.135,0,0
-0.1027,0.68,0.7965,4.4265,1
-0.176,3.62,0.2523,3.6934,1
0.4964,2.45,1,6.8612,1
-0.0262,-0.12,0.3696,0,1
-0.0115,-1,0.2056,0,0
0,-1.17,0,0,0
0.1623,-0.61,0.2987,0,0
0.0731,-3.45,0.1696,0,0
0.1142,2.08,1,9.7299,1
6.9318,-1.87,1,0,1
0.0394,2.07,0.2127,15.2174,0
0.0357,0.89,1,11.2697,1
-0.0121,1.03,0.1723,1.7087,1
0.0647,0.18,0.3919,28.6111,0
0.1656,-0.288,0.595,0,0
1.5,-0.41,1,0,0
0.1423,1.79,1,14.7654,1
0.0155,-3.08,0.7454,0,0
0,-1.57,0,0,1
-0.2254,-1.93,0.3509,0,0
-0.1281,0.02,0.1791,23,1
0.4367,-0.0758,0.4378,0,0
0.0371,5.47,0.0582,15.5393,0
-0.0165,5.94,0.8545,43.3838,1
0.1519,0.15,0.2267,39,0
-0.0853,-0.11,0.781,0,0
0.0062,-0.22,0.9035,0,0
0.279,1.61,0.9248,9.0932,1
0,-5.42,0,0,0
0.1345,-0.24,1,0,0
0.4233,0.22,0.4027,18.9886,0
0.1282,0.01,0.0573,0,1
0.3626,0.39,0.1601,7.8205,0
0.0372,-1.11,0.4787,0,1
-0.0197,-1.16,0.0989,0,0
0.0059,0.19,0.3773,9.8947,0
-0.4383,0.0232,1,77.1552,0
0.8014,-0.53,0.317,0,0
0.0911,0.1,0.3745,12.9,1
0.1426,0.17,0.3235,81.8235,0
1.3453,-1.49,0.3773,0,0
0.4534,1.38,0.8771,0,1
-0.9434,-1.93,0.4772,0,1
-0.0562,-0.07,0.4371,0,1
0.0434,0.23,1,65.9565,1
-0.0876,-0.76,0.1884,0,0
0.3286,0.1,0.3289,78.2,1
0.0946,0.22,0.7692,24.5455,1
0.0362,-1.28,0.0765,0,1
0.1687,0.29,0.3442,15.4483,0
0.0952,1.73,1,17.5376,1
0,-14.984,1,0,0
-0.308,6.65,0.1935,0.6271,1
-0.2966,0.5778,0.1443,1.9557,1
-0.0317,-0.21,0.1284,0,1
0.2658,-0.11,0.2152,0,0
0,-1.9318,0,0,1
-0.1429,0,1,0,0
0.2657,-2.4483,1,0,1
0.031,0.39,0.5633,36.3077,1
-0.0088,1.42,0.2562,8.0634,0
0.4489,-0.18,0.3022,0,0
0.3986,1.18,1,18.3898,1
-0.2007,-3.6863,0.2232,0,0
0,-5.74,0,0,1
-0.4833,-0.81,0.1689,0,0
0.0792,0.81,0.3285,4.9259,0
0.3049,0.08,0.8825,0,1
0,-0.46,0,0,0
0.1079,-0.22,0.6104,0,1
3.0551,-4.5,1,0,1
0,-1.82,0,0,1
0.1183,0.29,0.1699,18.1034,0
7.4524,-0.16,1,0,0
0.0474,2.78,1,15.2806,1
0,-0.27,0.878,0,1
0.0992,2.93,1,21.9044,0
-0.2174,-2.69,0.131,0,1
0.0978,0.17,1,59,1
0.0985,-0.9826,0.164,0,1
0.1399,-0.31,0.499,0,1
0.158,0.79,1,10.6835,1
0.3931,0.15,0.1904,10.3333,0
0.1164,0.61,0.2145,6.3115,0
0.1017,2.2,0.2233,16.2,1
0.2637,-1.39,0.5036,0,1
0.5582,0.56,0.0821,10.3929,0
-0.025,0.07,1,242.8571,1
0.1988,6.58,1,6.5167,1
0.2985,4.83,1,14.0787,1
0.1507,0.21,0.3162,6.4286,1
0.0489,-0.3201,0.4239,0,0
-0.9151,-7.85,-0.0972,0,0
0.1139,1.51,1,10.543,1
-0.1415,-1.44,0.841,0,1
0.1492,0.4,1,19.875,1
-0.2521,-0.7,-0.3425,0,0
-0.1378,-0.21,-0.2375,0,0
0,-1.71,0,0,0
-0.6485,-0.0244,-0.5856,0,0
0.1935,-5.74,-0.2649,0,1
0.4139,1.66,1,13.1566,1
0.2275,-2.42,0.9293,0,1
-0.3876,-0.29,0.4951,0,0
-0.0579,0.34,0.353,26.9412,0
0.25,-1.11,0.3596,0,0
0.0502,0.56,1,18.625,1
-0.1373,-1.55,0.9759,0,1
0,-0.08,0,0,0
0.1535,1.78,1,16.7528,1
-0.8138,-1.07,-0.5469,0,0
0.1033,-0.41,0.8663,0,1
0.0155,0.18,0.8188,24.8889,1
0.0356,0.7959,0.5963,23.4703,0
-0.1149,-0.21,0.5259,0,1
0.2549,-0.08,0.1034,0,0
0,0.07,0,143.5714,0
0.3015,-0.02,0.2507,0,0
-1.0061,-22.32,1,0,1
0.3446,3.48,1,10.1724,1
-0.1347,0.79,0.6206,12.7215,0
-0.1339,-0.33,0.2996,0,1
-0.0126,1.98,1,15.6818,1
0.1162,0.12,0.2382,10.1667,0
-0.2586,2.39,0.6478,1.0126,1
-0.0223,0.41,0.3518,11.9512,0
0.0626,4.07,-4.9453,3.3907,0
0.072,1.89,1,10.381,1
0.0309,2.64,1,5.2083,1
0.0807,0.25,0.2664,20.28,0
0.2061,1.13,0.7495,9.9558,1
0.2339,3.19,0.3053,12.7712,1
2.7384,-0.01,0.612,0,0
0.0896,0.38,1,38.9895,1
0.0468,1.78,1,11.8146,1
0.1233,0.53,0.2388,9.5472,0
-0.2962,-0.6,0.9102,0,1
0.0555,3.4165,0.1577,11.5791,1
0.0532,-0.42,0.4728,0,0
0.062,0.29,0.389,47.069,1
0.1108,-0.04,0.0665,0,1
0.3774,-0.43,0.5343,0,0
0.2122,1.01,0.1211,5.2772,1
2.7786,-0.06,0.0374,0,1
-0.1207,-791.7553,1,0,0
0.0945,1.92,0.5889,18.3333,1
-0.3948,0.71,0.3929,2.4366,0
0.9947,0.95,0.9377,0,1
0.0563,0.07,0.3434,120.4286,0
0.6773,-0.0037,1,0,0
0.2711,-0.6667,0.7728,0,0
-0.7927,-0.0415,0.4536,0,1
-0.0576,0,0.32,0,0
1.1898,0.71,0.5759,18.1972,1
0.1537,-0.99,0.7823,0,1
0.0373,2.47,0.3339,11.0324,1
0.2976,-0.35,0.4266,0,1
0,-5.6,0,0,0
0.0044,0.47,1,52.1277,1
0.127,0.25,0.7117,45.4,1
0.2575,0.12,0.3779,12.4167,0
0.2441,-0.12,0.311,0,1
-0.1749,-0.22,0.4721,0,1
-0.1775,-0.67,0.5501,0,0
-0.2012,-0.75,0.324,0,1
0.1304,0.66,0.2151,13.1515,1
-0.0334,-0.04,0.996,0,1
0.0692,0.33,0.3554,53.1212,1
0.2359,-0.1,1,0,0
-0.5892,-14.401,0.024,0,1
0.1754,0.19,0.1722,22.8947,1
0,0.25,0,40.8,1
-0.22,-8.06,-0.125,0,0
0.0253,0.16,1,51.3125,1
0.0938,-0.73,0.1846,0,0
0.2318,4.5,0.1068,0.1756,1
-0.2494,-0.11,0.168,0,1
0.1132,0.55,0.3623,9.0909,1
-0.0221,-0.46,0.2787,0,0
1.3152,-3.08,0.9374,0,1
-0.0459,-0.12,0.0766,0,0
0.4324,-0.9244,1,0,1
0.1138,0.06,0.3772,235,1
0.0247,2.4,1,9.6667,1
0.143,0.7,0.5421,45.1429,1
-0.0108,-0.78,0.201,0,0
0,0,0,0,1
-0.1866,-0.84,-0.058,0,0
-0.1163,-12.23,-0.0927,0,1
0,0.1,0,98.2,1
0.1102,0.3,0.3884,20.3333,1
0.0051,-0.27,0.5237,0,0
0.3129,3.01,0.3717,2.9568,1
30.9778,-0.59,0.0696,0,0
-0.3658,-0.51,-0.3549,0,0
0.8087,0.6233,0.4064,5.5671,1
0.2206,0.48,1,11.7083,1
1.1385,0.29,0.8159,12.5862,0
0,-0.43,0,0,1
0.0579,0.66,1,22.8182,1
0.019,0.04,0.5574,69,1
-0.0288,-1.12,0.3308,0,1
0.1056,0.94,0.2503,18.7553,1
0.0268,-0.3053,1,0,1
-0.081,0.33,1,14.2424,1
-0.0127,1.48,0.4262,26.723,0
0.2773,-0.74,0.615,0,0
-0.1311,-0.65,1,0,0
-0.0288,0.74,1,24.2703,1
6.1895,-0.379,1,0,1
0.1041,0.35,1,34.8,1
0.0362,-0.06,0.9763,0,1
-0.0267,-0.39,0.1188,0,0
0.01,-0.14,0.4542,0,1
-0.551,0.03,0.2152,330.6667,1
-0.1471,-0.21,0.4605,0,1
-0.0824,1.05,0.9953,0,1
-0.1066,-10.27,0.5632,0,0
2.6869,-0.65,0.9755,0,1
0.4637,1.48,1,15.5541,1
0.7238,-0.0741,0.2606,0,0
-0.0007,1.28,1,13.4141,1
0.181,0.9,1,19.8333,1
0.3451,0.02,0.733,640,1
-0.0178,-1.53,0.8014,0,0
0,-0.05,0,0,0
0.8402,-0.2157,1,0,0
-0.1347,-0.34,0.6333,0,0
0.0655,1.04,1,17.3462,1
-0.3156,-0.45,0.3111,0,0
0.5525,-2.85,0.3281,0,0
0.3305,-0.64,0.5031,0,0
0.0666,-0.04,0.7377,0,1
-0.3541,-1.8,0.9174,0,0
0.2486,1.79,0.9945,0,1
0.0536,1.81,1,12.0718,1
-0.3139,-0.39,0.8798,0,0
-0.0835,0.58,0.9834,0,1
-0.7718,-1.8017,0.0572,0,0
-0.9824,-2.17,1,0,0
0.0982,1.117,0.9045,50.0895,1
0.7898,0.5,0.2529,86.6,1
0.8564,0.67,0.4442,8.3582,0
0.104,0.57,0.2657,28.4035,0
0.1119,-0.92,1,0,0
-0.0286,2.75,0.7949,6.7236,0
-0.0724,-0.14,1,0,0
2.3122,0,0,0,1
0,-0.01,0,0,0
4.6808,-0.4521,0.1439,0,0
0,-2.64,0,0,0
-0.0578,0.16,0.9669,0,1
-0.2337,0.39,0.9588,0,1
-0.0119,0.31,0.377,41.9677,1
0.0092,0.06,0.1174,59.1667,1
0,-1.37,0,0,0
-0.0859,3.5057,0.2807,1.1267,0
0.0646,2.19,1,15.0685,1
-0.1113,-0.69,0.0927,0,0
0.0013,-0.54,0.8199,0,1
0.1017,0.3,0.3444,10.9333,1
0,-1.91,0,0,0
0.3703,0.14,0.3174,33.9286,0
0.0141,1.22,0.2704,34.7213,1
-0.1412,-0.46,0.2433,0,1
0.064,2,0.6102,27.035,1
-0.1756,-0.51,0.8173,0,1
0,0.17,0,59,0
-0.0824,-44.4,0.3726,0,0
0.3673,0.53,1,5.6604,0
0.1185,0.96,1,22.7396,1
0.849,-1.43,0.4198,0,0
-0.0029,-0.86,1.0351,0,1
0.154,1.53,1,11.902,1
-0.0359,2.79,0.537,5.7957,0
0.0742,0.62,1,21.5,1
0.0733,1.43,1,12.7972,1
-0.8402,-1,-1.6953,0,0
0.0169,1.54,0.7134,12.8571,0
0,-0.81,0,0,1
0.1048,0.97,1,16.1443,0
0.2186,1.06,0.9992,0,1
0.0238,0.38,0.3536,17.3684,1
0.1417,0.15,1,84.9333,1
-0.0046,-0.12,0.1708,0,1
-0.1831,-1.49,-0.1712,0,1
0.1021,0.24,0.3568,32.2083,0
0.0368,3.37,1,13.0742,1
0.5262,-0.05,0.5291,0,1
0.2578,2.53,1,7.3992,1
0.1394,2.16,1,0,1
0.1502,2.74,1,8.2883,1
0,-2,0,0,1
0.9831,-5.76,0.6455,0,1
0.0749,0.83,0.4832,19.1205,0
0.0166,0.17,0.4827,15,0
0.0045,0.82,1,17.378,0
0.3224,6.96,0.5811,10.0647,1
0.0374,1.54,0.4391,42.5325,1
0.35,-0.85,-8.163,0,1
-0.1312,0.28,1,68.7143,1
0.3303,-0.15,0.3642,0,0
0.4518,-0.51,0.394,0,1
-0.0791,0.0904,0.1715,52.2124,0
0.2179,3.94,0.6222,10.0025,1
-0.0039,0.3,1,18.6667,1
-0.0379,-0.39,0.1395,0,1
0.042,-0.16,0.8838,0,1
0.0973,-0.49,0.5101,0,1
0.1492,0.73,0.4125,7.1918,0
-0.2497,-0.16,0.1624,0,1
-0.4254,-0.41,0.2432,0,1
0.4483,-0.06,1,0,1
-0.2312,0.35,0.0041,22.5714,1
0.5936,1.24,1,18.5806,1
0.0729,0.22,0.2461,14.0909,0
0.4563,-0.5818,0.049,0,0
0.0103,-0.41,0.2802,0,0
-0.0135,-0.1,1,0,1
-0.1358,-1.03,0.7311,0,0
0.2019,-0.57,0.9986,0,1
0.052,0.95,0.5001,27.6842,0
-0.1836,-1.18,-0.287,0,0
-0.1895,-2.01,0.7445,0,1
20.4071,-1.7,0.0808,0,0
-0.0058,0.5,0.4438,24.4,1
0.0867,-0.37,1,0,1
-0.2552,-102.25,-0.0272,0,1
0.0801,1.16,1,11.4052,1
0.1646,2.93,0.7364,7.4608,1
-0.0745,-0.17,0.1513,0,0
-0.7902,0.14,0.9577,0,1
-0.227,-0.09,0.5139,0,1
0.0449,-0.52,0.3215,0,1
0.0854,0.08,0.5978,49,1
8.9801,-7.04,0.7259,0,0
0.1504,2.82,1,11.5426,1
0.0565,2.3,0.2492,14.4478,0
0.0326,1.83,1,11.082,1
-0.3938,-0.81,0.3049,0,0
0.223,-8.4,0.3343,0,0
0.3869,-1.11,0.6891,0,0
1.2911,0.44,0.905,32.8636,0
-0.0844,-1.3,0.0908,0,1
0.1194,0.0943,0.3505,21.2089,0
0.2476,1.1418,0.1434,8.4078,1
0,-0.64,0,0,1
0.0511,-0.04,0.284,0,1
0.1441,-0.14,0.8352,0,1
0.1329,0.12,0.3692,14.6667,0
0.5523,-0.02,0.1002,0,0
0.5798,-5.4,0.683,0,0
4.7115,-0.63,0.1886,0,0
0.0097,1.27,0.7651,3.8695,1
-0.0515,-1.55,0.7454,0,0
-0.0404,-2.67,0.7205,0,1
-0.0589,0,0.2897,0,1
0.0334,-1.7,0.088,0,1
1.004,-2.6,1,0,1
0.2836,-0.14,0.6399,0,0
-0.0601,-0.15,0.5734,0,0
0.1764,0.06,0.4127,38.6667,1
-0.1516,-0.19,0.5149,0,0
-0.0856,-0.23,0.3175,0,0
-0.0837,-1.61,0.1728,0,0
0.2511,0.68,1,11.7353,1
0.1547,1.54,0.2525,6.461,0
0.1892,2.88,0.3499,35.9375,1
0.069,-0.17,0.0861,0,0
-0.0306,0.73,0.4899,12.3014,1
0.0787,0.25,0.44,6.92,1
-0.1253,-0.5,0.0901,0,0
-0.0459,0.13,0.2432,78.9231,0
-0.0108,-0.8,0.2638,0,1
0.2537,0.15,0.3883,6.3333,0
-0.3426,-0.68,0.6965,0,0
0,-0.18,0,0,1
-0.4015,0.06,0.1949,25.5,0
0,0.12,0,83.3333,1
0.1212,1.32,1,11.5606,1
1.2478,-0.09,0.3713,0,1
0,-3.6214,0,0,0
-0.0329,-0.48,0.2666,0,1
16.527,-0.51,1,0,0
0.0781,0.83,0.2413,18.6145,1
0,-0.3191,0,0,0
0,-0.0455,0,0,1
0.0386,0.25,0.1597,20.6,0
0.3342,0.03,-0.0979,0,1
0.045,0.38,0.8898,25.8684,1
-0.1169,0.01,0.0002,58,0
0.1178,0.82,1,13.939,1
0.2777,2.51,1,7.9761,1
-0.0864,-0.6,0.2991,0,0
0.0463,1.58,1,30.2215,0
0.1572,2.04,1,10.1765,1
-0.0021,3.09,0.7145,0.6764,0
-0.0021,3.09,0.6389,0,1
0.2629,1.31,0.1478,12.374,0
0.2593,-0.25,0.2376,0,1
0.0958,0.77,0.6278,13.5714,1
-0.0028,3.52,0.2111,20.1705,1
0.1037,2.04,1,14.9265,1
-0.0918,0.65,0.959,0,1
0.0915,-0.21,0.3459,0,1
0.0163,7.7,0.4468,0.9792,1
0,-18.9,0,0,0
-1,-1.12,0,0,0
0.2421,-0.23,0.1627,0,1
-0.0048,-3.48,0.7754,0,1
-0.5327,-2.9,1,0,0
0.0644,0.09,1,91.5556,1
0.117,2.49,1,11.1406,1
0.0636,0.16,0.2858,36.4375,0
0.0012,0.5027,0.2904,13.9049,1
0.0395,7.77,0.9356,20.4633,1
-0.3527,0.53,0.9848,156.6038,0
0,-0.58,0,0,1
0,-0.0222,0,0,1
0.13,0.78,0.1484,12.8205,1
0.1456,0,0.4578,0,0
0.1192,1.16,1,14.2672,1
0.1068,0.37,0.6405,18.6216,0
-1,-9.6,0,0,0
0,-0.59,0,0,1
0.1186,0.06,0.9238,18.8333,1
0,0.6,0,2.8833,0
0,-0.08,0,0,0
-0.411,-0.92,1,0,0
0.221,0.52,0.3333,6.1538,0
0,-0.18,0,0,0
0.0243,-1.26,1,0,1
-0.0037,5.8,0.4983,15.0259,1
0.3525,0.5015,0.2235,24.9252,0
0.0501,2.08,0.224,16.1538,0
0.1039,0.08,0.2209,1307.5,0
-0.057,2.82,0.3565,20.0603,0
0.042,3.88,0.2345,26.9046,0
-0.1541,0.293,0.6257,155.4266,1
0.0078,4.4,0.2565,15.1682,0
-0.001,1.87,0.3875,22.6791,0
-0.0065,5.31,0.4677,13.322,0
0.0329,0.141,0.6233,46.8794,0
0.6826,0.24,0.4993,60.0488,0
-0.0014,-0.37,0.2018,0,0
-0.0085,8.98,0.3464,8.5768,0
0.0404,5.65,0.3416,5.6,0
0.0033,6.44,0.359,18.4891,0
-0.2668,2.91,0.4184,18.1546,0
-0.0476,4.73,0.3006,13.556,1
-0.0374,1.6,0.2185,18.8437,1
-0.0086,3.61,0.3656,18.8283,0
-0.0966,1.48,0.2995,26.027,0
0.0116,3.4,0.5467,34.7235,0
0.0868,6.11,0.1329,26.0458,1
0.7591,-0.66,0.6042,0,0
0.1048,1.45,0.6345,43.2483,0
-0.0536,5.11,0.3835,24.636,0
0.017,2.3,0.6005,32.6696,0
-0.0243,2.8,0.0578,14.3179,1
0.0794,4.45,0.3085,16.436,1
1.2524,7.27,0.4332,11.3122,0
0.0994,2.1,0.1907,24.0667,1
0.1576,0.9364,0.3063,17.8983,0
0.081,2.97,0.458,16.6431,1
0.073,0.9,0.0385,75.5444,0
0.094,1.31,0.5672,42.4122,0
0.0007,3.37,0.4042,14.4095,0
0.118,7.76,0.4807,20.4652,0
0.0536,2,0.1747,16.02,0
0.1528,1.17,0.3359,21.2906,0
-0.0004,0,0.6145,0,0
0.0271,-0.84,0.4313,0,0
0.0396,0.51,0.3012,173.2353,1
0.0499,3.4,0.7941,28.2294,1
1.0617,0.0705,0.58,141.9149,0
0.0581,2.22,0.2458,20.7973,1
-0.0016,0.72,0.4875,26.8333,0
0.09,2.79,0.1367,10.8172,0
0.3369,3.8,0.3086,19.8026,0
-0.0346,-2.18,0.3323,0,0
0.5155,24.7824,0.7427,2.7108,0
0.011,0.68,0.2332,17.0735,0
-0.0135,1.35,0.8083,25.6,1
0.0668,2.26,0.4212,6.7611,0
0.2401,4.06,0.6211,27.6897,0
0.0038,-0.2,0.6857,0,1
0.0736,0.109,0.1784,94.8624,0
0.054,4.54,0.224,24.5374,1
0.0917,2.44,0.2188,32.459,0
0.2172,1.74,0.5834,41.1897,0
0.0374,4.94,0.1323,14.3704,0
0.0958,3.77,0.4158,27.1034,1
0.3983,-0.01,0.4968,0,0
-0.0206,0.65,0.2216,59.7231,0
0.0101,3.44,0.4598,32.5901,0
0.1997,3.27,0.2676,10.7798,0
0.0408,0.96,0.1268,28.0208,0
0.1621,2.593,1,21.5233,0
0.0911,0.55,0.2531,37.2727,1
1.007,-0.19,0.2908,0,1
0.1746,-0.12,0.4753,0,1
0.1606,1.0371,0.3684,92.8936,0
0.0368,5.43,0.4472,24.5378,1
0.0689,0.533,0.3206,38.2212,0
0.2199,3.29,0.3606,28.6878,0
0.0618,1.18,0.3183,17.0678,0
0.0214,-5.01,0.1713,0,1
0.4311,-0.1421,0.5334,0,0
0.1678,0.99,0.4048,30.303,1
0.0899,3.06,0.4102,26.6797,1
0.1347,1.33,0.6364,32.6692,1
0.0224,7.21,0.2524,19.4133,0
0.1868,12.3,0.192,12.1602,0
0.1356,5.5863,0.6116,21.4507,1
0.0949,2.57,0.1541,14.9922,0
0.1621,2.593,1,21.1531,0
0.1154,4.31,0.4307,20.7285,1
-0.0269,0.1,0.4919,720,0
0.1845,1.1399,0.5297,26.362,0
-0.437,-1.54,0.0424,0,0
0.2933,0.2486,0.3523,73.8536,0
0.0797,0.72,0.0505,43.375,0
2.9078,-0.7325,0.3711,0,0
0.1733,2.3,0.3943,38.9957,0
-0.0232,0.89,0.1906,79.4944,1
-0.0741,-0.03,0.4307,17.78,1
0.0185,2.4,0.0812,19.8625,0
0.0323,2.45,0.7797,27.9837,0
0.0315,2.98,0.1591,27.2651,0
-0.0139,-4.24,0.1962,0,0
0.1756,0.74,0.6103,30.2973,0
0.0036,5.11,0.4103,19.1194,1
0.1495,2.14,0.1065,34.4393,0
0.0107,-0.74,0.3318,0,0
0.3117,0.4912,0.6964,30.3339,0
0.1184,1.93,0.4716,19.6632,1
-0.0659,-0.54,0.4417,0,1
0.1233,1.57,0.308,24.7962,0
0.0533,-1.41,0.1438,0,0
-0.0499,-1.66,0.1134,0,0
0.2976,0.29,0.2097,58.6207,0
0.009,4.21,0.2652,29.1259,1
-0.0479,8.18,0.5213,23.2274,1
0.0254,-1.2,0.1667,0,1
