Revenue Growth,EPS,Gross Margin,Profit Margin,Free Cash Flow margin,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,returnOnAssets,returnOnEquity,currentRatio,quickRatio,Graham Number,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),R&D Expense Growth,Class
0.4831,2.6,0.9653,0.27,-0.8692,12.1348,5.4527,20.1423,0,-6.5741,,19.82533014,5.356330026,,0.1841,1.098933109,1.450621183,28.7355,0.1841,0.4922,0.6892,0.5758,-24.1171,0.0845,0.1382,0.1716,0,0,0,0.0673,0.1614,0.2017,0,1
0.6035,1.35,0.8214,0.499,-0.2442,0.6039,2.5135,4.8074,0,3.1583,3.010659783,4.687531928,2.395999976,0.0823,0.1228,0.707,0.469239416,18.0668,0.1228,0.6408,1.5905,1.4107,0.2444,-0.086,0.0117,0.0898,-0.0644,0.0969,0.1662,0,0.6681,0,0,0
0.0724,1.25,0.207,0.065,0.2486,16.4691,2.2673,34.808,9.192,6.7079,6.66357825,34.39785048,2.252286439,0.0315,0.098,1.807,1.30070922,19.0602,0.098,1.1129,-0.1899,-0.183,-0.0654,0.0301,0.0047,0.0132,0.1081,0.0525,0.0786,-0.0661,-0.2418,-0.2516,0,1
0.0492,10.79,1,0.295,0.4576,1.4755,3.1488,10.835,6.9639,6.8808,6.859818992,10.14544065,3.139212053,,0.1111,0.082175576,0.06149064,158.5394,0.1111,0.0492,-0.003,0.0286,0.4053,0.072,0.0388,0.0739,-0.0247,0.098,0.1602,0.1604,0.0737,0.1242,0,1
0.0746,1.23,0.2781,0.087,0.114,0,1.5407,17.5935,13.5102,8.2199,8.163478067,17.52983996,1.530109061,0.3517,0.349,1.166,0.999010207,9.8587,0.349,-0.0084,0.3917,0.4138,0.2192,,-0.0017,0.0903,,0.155,0.1077,,0,-0.15,0,1
-0.0126,0.1942,0.2924,0.0023,0.1166,,0.062,26.828,0.5194,14.4737,0.29304895,0.308242807,0.045303186,0.0042,0.1658,0.0364,2.110478813,,0.1658,0.0002,-0.0591,-0.0381,-0.1334,0.1639,0.1243,0.0761,0.1893,0.081,0.0494,0.1517,0.0829,-0.0021,0,0
0.1311,12.04,0.166,0.12,0.0863,4.2665,0.818,6.907,9.4786,5.8317,5.953903117,6.945373977,0.835140087,0.2675,0.4572,1.917,0.869943769,85.1029,0.4572,0.0078,-0.0391,-0.0155,-0.0801,,0.0502,0.1176,,0.103,0.0314,,0.119,0.0707,0.0849,1
-0.0535,3.37,0.3197,0.116,0.1559,1.3588,0.8573,7.4095,5.4945,4.638,4.6348159,7.408923992,0.856726435,3.5696,0.1832,0.689,0.567126704,37.3288,0.1832,-0.0771,-0.2495,-0.2511,-0.0953,0.0119,-0.009,-0.0394,0.01,0.0157,0.0048,0.0529,0.1374,0.2482,0,1
-0.1246,-3.59,0.384,-0.817,-0.0212,0.1519,0.5971,0,0,3.7626,3.759819146,,0.596705916,-0.1009,-0.2081,1.803,1.575982947,0,-0.2081,-0.2775,-0.7135,-0.7014,-1.0775,-0.103,-0.1521,-0.318,-0.2075,-0.3645,-0.5427,0,0,0,0,0
0.1159,6.65,0.1414,0.056,0.0507,,0.3989,6.8346,7.5911,,4.157620118,6.73259216,0.378622764,0.2385,0.2146,1.148,0.701863354,,0.2146,0.0139,0.0455,0.1252,0.3605,0.0845,0.0911,0.1444,0.1651,0.1383,0.2344,0.454,0.1418,0.104,0,1
0.0514,1.15,0.3611,0.054,0.0593,2.5531,0.7988,14.8696,13.5259,7.687,7.471595083,14.43450264,0.776433491,0.1691,0.1638,1.996,1.013799897,13.5034,0.1638,0.0026,-0.039,-0.0171,0.1022,0.042,0.0379,0.081,0.0031,-0.0175,0.0829,-0.0467,-0.0061,0.4057,0,0
0.2419,2.819,0.1624,0.031,0.0234,,2.6577,13.4516,113.6009,5.5538,34.27768577,83.55893709,2.581282246,0.048,0.0944,1.045,0.722892273,,0.0944,0.2691,1.7687,1.7316,0.3395,-0.0302,-0.0718,0.081,-0.0609,-0.0052,0.0396,-0.0889,-0.185,0,-0.3053,1
0.0117,2.47,0.386,0.109,-0.0724,2.0721,2.1944,19.9474,0,8.1093,8.006725112,19.82315289,2.166680749,0.0354,0.1032,0.694,0.414573991,36.3519,0.1032,-0.0148,0.0984,0.0929,-6.0763,-0.0126,0.0052,0.0133,0.047,0.0324,0.0072,0.0527,0.0524,0.0841,0,1
0.3659,-1.81,0.6659,-0.257,0.0261,43.2306,7.2218,0,265.9249,90.172,86.69141728,,6.94307426,-0.3339,-0.9094,2.756,2.602599999,0,-0.9094,0.4837,0.2173,0.3885,1.8522,,,0.0572,,,0,,,0,0.0872,0
0.0964,0.84,0.3527,0.073,0.0993,0,1.7363,24.7619,18.0511,12.3986,12.59390219,24.27740181,1.763697462,0.2262,-0.4637,1.764,1.228710462,0,-0.4637,0.0387,-0.4539,-0.4362,2.1465,,,0.0008,,,-0.0577,,,-0.0992,0,1
0.2868,0.79,0.5878,0.206,0.287,11.9171,13.3809,64.0759,46.3468,37.5908,37.36246946,64.45227144,13.29959037,0.1874,0.1368,12.952,12.78042948,10.0665,0.1368,0.2685,0.7956,0.7556,1.001,,-0.1647,0.1054,,-0.1073,0.4108,,-0.1911,0.2664,0.2239,1
0.1526,2.01,0.7442,0.642,0.2274,0.9092,4.9676,7.7512,21.8325,21.8478,21.33124934,7.557925175,4.850186836,,0.1175,0.598529412,0.458823529,27.8384,0.1175,0.1789,0.2864,0.2803,1.1484,0.0159,-0.0102,-0.013,0,0,-0.1462,0,0.0193,0.1861,0,1
0.0792,5.53,0.9282,0.067,0.09,0,1.1661,17.6365,12.9622,6.5927,6.473459025,17.1747313,1.14504582,0.1669,1.5859,1.151,0.993327181,20.916,1.5859,0.0708,-0.0232,-0.0178,2.736,0.0492,0.0697,0.0846,0.0574,0.1346,0.2103,0.0633,0.0344,0.0082,0,1
0.1553,2.38,0.7837,0.16,-0.2632,0.8381,1.5746,9.8277,0,3.3195,3.25963579,9.668802861,1.54624687,0.0486,0.0851,1.04,0.699253479,38.6577,0.0851,0.1468,2.3185,2.3149,-4.6008,-0.2035,-0.1232,-0.0414,-0.0789,-0.183,0.017,-0.1264,-0.1685,0,-0.1535,1
0.1266,3.9,0.2512,0.118,0.088,13.8487,2.9767,25.3333,33.896,15.666,15.62643016,25.22916922,2.969135429,0.1094,0.0991,1.791,0.971175836,58.7985,0.0991,0.1081,-0.142,-0.141,0.9212,-0.0005,0.0925,0.0882,0.0472,0.1811,0.1727,0.8477,0.8351,0.3288,0,1
0.0633,1.1149,0.3008,0.0908,0.1318,,1.2719,14.9969,9.6531,7.8776,8.601539524,16.1429594,1.271941573,0.3954,0.0831,1.2816,0.600119048,,0.0831,0.0439,0.2009,0.1906,0.7595,,,,,,,,,,0,1
0.0229,14.53,0.2194,0.041,0.0284,0,0.7375,18.075,25.9363,17.7495,17.65193438,18.01438743,0.733445012,0.2485,0.1314,1.563,1.431413613,189.9364,0.1314,0.1351,-0.0242,-0.0116,-0.2283,0.1146,0.0817,0.0551,0.115,0.0745,-0.0284,0.1147,0.1146,0.1392,0,1
0.2552,0.47,0.437,0.037,0.0453,6.9012,2.2845,60.9149,39.0985,38.8202,30.12530605,48.42726816,1.772829577,0.1453,0.1425,2.932,2.093523258,6.6239,0.1425,0.2339,76.5892,24.5,1.5874,,,-0.0083,,,,,,0.3884,0,1
0.1685,11.33,0.1855,0.092,0.0679,0,1.2864,13.8756,18.9413,14.7896,14.6169754,13.75612513,1.271357405,0.4503,0.2851,1.234,0.766537757,100.4931,0.2851,0.0758,0.1487,0.1644,-0.2871,0.0498,0.0683,0.0673,0.0287,0.0377,0.0883,0.06,0.1104,0.0556,0,1
-0.03,1.02,0.7179,0.377,0.7347,1.1515,5.3001,14.3627,7.2007,9.6771,9.513704416,12.19203596,5.210622033,,0.0933,1.131548507,1.075185555,17.0871,0.0933,-0.031,0.1803,0.1724,2.2346,-0.0051,0.0555,-0.008,-0.0366,0.0164,0.0811,0.0202,0.1535,-0.1835,0,1
-0.009,2.3,1,0.083,0.116,8.705,1.1395,13.6696,9.7425,9.1761,9.022114422,13.54753806,1.120338939,,0.1356,2.06122449,1.730442177,29.6257,0.1356,-0.009,-0.1855,-0.0574,0.4882,0.0323,-0.0567,0.1411,0.6588,0.1042,0.0895,0,0.0565,0.1583,0,1
0.3083,2.5,1,0.719,0.7314,1.1523,9.6162,12.744,12.5085,13.1471,12.28687799,12.49910267,8.987044097,,0.0847,112.0818878,0.902115247,39.4367,0.0847,0.3083,0.3099,0.1013,0.275,-0.2123,0.1291,0.033,-0.2061,0.1047,0.067,0,0.2527,0.0131,0,1
0.0979,2.32,0.444,0.137,0.1696,0,3.9056,28.3448,22.958,21.2052,21.00301369,28.20594662,3.868376287,1.6241,0.2317,0.813,0.499132926,22.8004,0.2317,0.0643,-0.2351,-0.2189,0.1048,0.0659,0.0794,0.0926,0.0965,0.1153,0.104,0.1241,0.1024,0.1395,0,1
0.2394,1.21,0.6433,0.082,0.0197,3.9898,7.2147,88.0579,364.8993,15.8659,15.69930485,65.65701559,7.138940044,,0.0336,0.666714105,0.309552525,36.0656,0.0336,0.2449,0.4434,0.2222,1.4725,0.0679,0.05,0.0505,0.0783,0.0556,0.0527,0.0542,-0.0814,-0.0918,0,1
0.0719,4.91,0.3326,0.086,0.072,4.099,0.7014,8.22,9.7477,5.0673,4.95602428,7.946388831,0.686009368,0.1276,0.2733,1.49,0.875585854,44.8119,0.2733,0.1167,-0.0616,-0.0539,3.2781,-0.0009,0.0168,0.0488,0.0247,0.0314,0.0857,0,0.0958,0.2997,0,1
-0.1389,0.8,0.5776,0.159,-0.0244,1.1924,3.3346,24.4875,0,10.5904,10.39565062,20.64929125,3.273299843,,0.0566,0.501311308,0.208713899,17.1971,0.0566,-0.1522,2.6278,12.3333,0.9724,-0.0674,-0.0503,-0.0413,-0.0791,-0.0398,-0.0088,0.0127,0,0,0,1
0.9966,-2.84,0.0178,-1.162,-0.8122,,4.5852,0,0,-7.8405,,,4.633207346,-1.3414,4.0143,1.442,1.146772042,,4.0143,-0.831,-0.715,-0.0441,-1.0586,,,0.1125,,,0,,,0,1.3029,1
0.0736,5.62,0.2969,0.15,0.0967,5.7959,0.7273,5.0214,7.5203,4.2351,4.164729268,4.771649614,0.715244255,0.2041,0.9813,1.927,1.20655354,27.3764,0.9813,0.1295,0.3338,0.3911,1.8035,,,0.0709,,,0.8783,,,0,0.0123,0
0.1296,2.94,0.1421,0.052,0.0298,2.1508,0.2421,4.6361,8.1331,3.4714,3.441324824,4.577687354,0.240043289,0.1419,0.3175,1.664,1.015455066,24.7965,0.3175,0.0854,2.8468,3.0833,0.5093,-0.0035,0.0396,0.1379,0,-0.0012,0.1533,0,0.1206,0.4333,0,1
0.0166,-1.86,0.7136,-0.048,0.1649,0,2.6669,0,16.1319,12.1074,12.05626282,,2.655663585,-0.0943,-0.0336,1.829,0.751084128,0,-0.0336,-0.0017,-1.2091,-1.2071,0.2011,0.0796,0.0742,0.0679,0.0652,0.0862,0.2372,0,0,0,0.0589,1
0.0998,-10,1,-5.388,-5.4304,0,20.5449,0,0,-3.8114,,,19.84230285,-1.8084,1.1001,2.619,2.282417269,44.401,1.1001,0.0998,-0.0053,0.2063,-0.2525,0.1951,-0.0554,-0.1246,0,0,0,0,0,0,0.0318,0
0.0344,2.76,0.2631,0.14,0.1048,1.8623,1.1093,8.0507,10.7238,6.1449,6.157655632,7.966252408,1.111557001,0.1882,0.2321,4.912,3.839694656,27.4311,0.2321,0.0111,0.0123,0.0222,-0.0886,0.0397,0.0577,0.1417,0,0.155,1.5916,0,0.1681,0,0,1
0.0697,3.33,0.2343,0.024,0.0345,6.1745,0.4717,20.4264,14.0628,9.2873,9.164430901,19.62104656,0.465494213,0.2256,0.2769,1.257,0.534987847,30.5849,0.2769,0.0462,-0.1857,-0.1373,-0.265,0.0653,0.0249,0.0673,0.0691,-0.0454,0.0878,0.0154,0,-0.0192,0,1
0.4746,0.88,0.549,0.078,0.1385,0,6.9166,87.2841,49.2634,30.8911,30.46386495,87.54251437,6.82092462,0.3017,0.0544,1.63,1.506416691,17.7437,0.0544,0.3368,-0.2071,-0.2348,0.5723,,0.2728,0.378,,0.2023,0.6794,,0.3953,0.2466,0.4624,0
-0.0011,1.65,0.0495,0.005,-0.0384,1.5876,0.1648,32.3879,0,-5.965,,27.70943313,0.161738816,0.0294,0.0433,1.543,0.282487451,40.303,0.0433,0.2839,0.8492,0.8333,0.33,-0.0284,-0.0485,0.0205,0,0,0,-0.142,-0.0181,-0.3015,0,1
0.2093,-1.5,0.857,-0.185,-0.9958,1.3217,1.6133,0,0,-1.7543,,,0.32016503,,-0.1476,10.75224609,5.16035788,0,-0.1476,0.221,0.1659,0.2105,-0.0889,,-0.0287,0.1273,,0,0,,0,0,0.0913,0
0.1801,1.92,0.1325,0.026,0.0074,3.1618,0.3935,15.6771,55.7907,12.251,12.81931484,15.67919505,0.411713812,0.1049,0.0814,1.842,1.347316108,32.2617,0.0814,0.1917,-0.0687,-0.0495,-0.452,0.1315,0.1961,0.2346,0.0559,0.0245,-0.1108,0.0804,0.0051,0.0637,0,1
0.7088,-2.55,0.4885,-0.667,-0.0615,16.7865,11.8473,0,0,-261.8478,,,9.939075903,-0.8837,-0.934,2.834,2.47737147,0,-0.934,1.0371,-0.6788,0.8019,0.8427,,-0.478,-0.4667,,0,0,,0,0,0.4146,1
0.4358,-1.44,0.6436,-0.123,0.0544,16.5036,10.3175,0,188.3487,86.3925,85.76590909,,10.24269097,-0.0766,-0.1916,7.642,7.24955036,0,-0.1916,0.3491,-1.5319,-1.4828,1.1577,0.4272,0.3905,0.3242,0,1.105,0.3152,0,0,0,0.0771,1
-0.1509,0.91,0.7245,0.081,0.2092,0,2.2993,28.5714,11.0126,10.1996,10.21806756,28.48005312,2.30348596,0.2038,0.0386,1.82,1.599806436,22.6256,0.0386,-0.1239,1.3974,1.5278,0.055,0.0884,0.0605,0.0075,0.0935,0.0213,-0.0074,0,-0.013,-0.1504,-0.0757,1
0.0918,0.62,0.8719,0.545,0.1634,0.7609,5.728,9.5,31.5962,34.4027,30.00686456,7.051260274,4.996115672,,0.0872,5.798074731,0.097882545,10.5045,0.0872,0.1481,0.0376,-0.0882,-0.1831,0,-0.0552,0.0046,-0.1291,-0.2676,-0.1724,0,-0.0707,0.0396,0,1
-0.0171,0.64,0.4357,0.047,0.1096,1.7672,2.5447,54.1406,23.2159,10.1022,9.77639976,52.37971367,2.462633719,0.0217,0.0325,2.953,2.069949636,16.8496,0.0325,-0.0473,3.9912,4.0476,-0.368,0.0009,-0.0441,0.0579,0.0188,0.0185,-0.0542,-0.0997,0,0.1547,0.087,1
-0.0114,1.39,1,0.121,0.336,2.124,2.5431,21.9353,7.5688,7.2073,7.08655433,20.67097094,2.500496936,0.2448,0.0772,6.321,6.523036825,24.2365,0.0772,-0.0114,-0.5495,-0.5382,1.0021,0.034,-0.0094,-0.0254,0.0775,0.0571,0.0486,-0.0434,-0.1559,-0.2409,0,0
0.1161,1.5,0.6291,0.628,0.8752,0,6.9997,10.94,4.3348,7.2241,3.758820732,4.117613575,3.642051572,0.477,-1.6457,5.358,5.075471698,0,-1.6457,0.0303,0.4291,0.1719,0.2265,,,0.0788,,,0.1427,,,0.4776,0,1
-0.718,1.52,1,0.251,0.7252,0.8091,1.4457,5.7961,2.0093,1.9936,1.959670175,5.655756962,1.42113486,,0.1122,16.53588131,0.848572811,21.8971,0.1122,-0.1178,0.3527,0.1783,-0.0155,,-0.0371,-0.0365,,-0.0072,-0.0479,,-0.1396,-0.1658,0,1
0.1804,6.4,0.5537,0.326,0.1898,0,1.6811,5.1563,8.8687,8.3303,8.339760126,5.160252672,1.682964217,1.4584,0.2881,2.463,1.407714348,56.5199,0.2881,0.1524,3.8933,3.8855,0.3553,0.1196,0.0987,0.127,0.1591,0.078,0.0973,0.2509,0.3766,0.6215,0,1
-0.0015,2.09,0.4944,0.066,0.0729,0,0.5472,8.5694,7.7004,5.7739,5.920482422,8.550120327,0.561041687,0.2654,-0.9609,2.352,0.341600617,0,-0.9609,-0.0104,0.1998,0.3397,0.1296,0.0813,0.0864,0.0919,0.1737,0.1084,0.1629,0.1721,0.0661,0.1169,0,1
0.0492,-0.18,0.6556,-0.013,-0.2499,2.4409,1.8006,0,0,17.0511,16.48771246,,1.741130805,-0.0037,-0.0088,0.509,0.314110186,0,-0.0088,-0.0008,-1.5105,-1.4615,-0.3403,-0.0783,-0.0063,-0.0068,-0.0338,-0.1992,-0.3087,0,0,0,0,1
0.0736,3.14,0.7381,0.132,0.1758,15.8269,4.9921,36.8535,27.5455,22.1893,21.29184168,36.3944243,4.790202655,0.194,0.3288,1.729,1.109151168,26.204,0.3288,0.084,16.8354,17.5263,-0.0572,0.0292,0.0224,0.0833,-0.0176,0.0026,0.2441,0,-0.0621,0.1151,-0.0094,1
0.141,-5.46,0.4099,-0.325,0.0086,,0.9822,0,121.2958,15.5321,10.50646872,,1.037812051,-0.0448,-0.1034,1.537,1.48338551,,-0.1034,0.211,-0.2012,0.2571,1.0532,,0.0347,-0.2894,,0,-0.5911,,0,0,0,1
0.0074,1.57,0.499,0.097,0.2409,35.0459,6.1203,61.0955,25.4024,22.234,22.23400886,63.23341203,6.120326093,0.2211,0.1165,1.395,1.221489708,21.4427,0.1165,0.1821,1.5784,1.1507,0.117,-0.0046,0.0341,0.0688,0.0789,0,0.1959,0.016,0,0,0.4239,1
0.16,5.13,0.6418,0.199,0.2879,12.9694,4.0081,20.2339,13.9641,13.1635,12.83219666,19.65972535,3.907227599,0.2216,0.4951,3.746,2.908740231,34.6554,0.4951,0.1809,-0.1337,-0.1334,0.1163,0.0634,0.0857,0.1419,0.0792,0.0741,0.2817,0.0994,0.0943,0.3151,0.1554,1
0.2728,1.85,1,0.465,0.5865,1.07,4.4481,8.3622,6.6273,8.5873,7.201981824,8.018858556,3.730542643,,0.1246,7.598098261,0.207246142,24.5328,0.1246,0.2728,0.8894,0.5948,2.1287,,0.0468,-0.1447,,-0.1552,0,,-0.0067,0.0905,0,1
0.453,1.66,1,0.278,0.112,1.4578,2.2019,7.9277,19.6915,18.1946,18.04804475,7.758571128,2.184151751,,0.1214,0.142855912,0.125304355,22.84,0.1214,0.453,2.3822,1.5152,3.7641,-0.004,0.0401,0.0635,-0.2834,-0.1681,-0.2278,0,0.7155,0.661,0,1
,44.22,0.564760742,0.224647162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0.0594,3.51,0.2723,0.041,0.045,18.5281,0.7111,17.5454,15.8251,13.7107,17.50612543,22.36793079,0.907934681,0.4217,0.181,1.297,0.380778774,39.2621,0.181,0.0577,0.3189,0.3552,0.2803,0.0922,0.0922,0.1047,0.0758,0.0302,0.0648,0.1008,0.0693,0.0668,0,1
0.6052,13.28,0.7711,0.551,-0.0395,1.2456,4.9587,7.7402,0,8.0468,8.028647195,8.9839368,4.947549873,0.1022,0.1218,1.039,0.969764012,167.3452,0.1218,0.6175,1.3912,1.0621,0.7973,0.1267,-0.0126,0.1406,0.0996,-0.0029,0.0254,0.1249,0.3673,1.8162,0.1017,0
0.2725,0.19,0.1645,0.039,0.0806,0.4906,1.0834,28.4737,13.3028,4.0739,4.033962001,27.75221414,1.072774412,0.0137,0.0177,2.355,2.085425719,6.8662,0.0177,0.9574,-0.0484,-0.05,1.3324,-0.142,-0.0958,-0.0858,-0.1196,0.0608,0.0846,0,-0.2855,0,0,1
-0.0001,3.17,0.3875,0.103,0.1198,0,2.3303,22.7413,19.5961,10.4326,10.45861367,22.6218331,2.336103212,0.151,0.1308,0.575,0.431545648,41.7608,0.1308,0.0167,-0.1889,-0.1636,0.2973,0.0507,0.0573,0.0565,0.1017,0.0992,0.1265,0.238,0.1429,0.1397,0,1
0.0135,4.43,0.407,0.036,0.0178,3.4997,0.4451,12.5847,24.9633,9.3595,8.995288383,11.86381833,0.427807275,0.1901,0.2835,1.733,0.086796651,39.8475,0.2835,0.0205,0.2421,0.3145,-0.5868,0.0929,0.0682,0.0895,0.0575,0.0417,-0.0002,0.0993,0.081,0.2831,0,1
-0.078,-6.99,0.8336,-0.056,-0.0173,0,0.0232,0,0,1.1968,1.160196105,,0.022458052,-0.108,0.5134,1.484,1.065217391,46.2402,0.5134,-0.0695,0.6795,0.6823,-2.1343,0.0071,-0.0193,-0.0957,-0.1426,-0.2704,-0.329,0,0,0,0,0
0.3078,2.37,0.8397,0.242,0.2206,24.8866,12.6731,51.6667,56.5743,38.8343,38.23647458,51.55765893,12.47801751,0.6438,0.4095,1.035,0.047762088,17.6213,0.4095,0.3173,0.11,0.1127,0.7653,,0.3291,0.3514,,0.5369,0.6148,,1.825,0.8573,0.5198,1
0.0378,0.21,0.3642,0.014,-0.1001,9.6989,1.5743,116.9048,0,-30.7584,,116.4509868,1.572822996,0.0241,0.0317,2.462,1.890810811,5.605,0.0317,-0.0173,-0.9725,-0.9729,-0.4057,,-0.0527,0.0024,,0,0,,-0.3295,-0.2817,0.01,0
-0.0323,4.8,0.4673,0.271,0.1656,0,5.0469,19.15,30.4743,24.4105,24.20012494,18.45612641,5.003401358,1.3491,-0.1945,0.928,0.6556495,0,-0.1945,-0.0108,0.1507,0.2435,0.323,-0.029,-0.0912,0.0696,0.0136,-0.0475,-0.095,0.0901,0.1505,0.184,0,1
0.0354,11.96,0.5029,0.304,0.1153,0,5.5349,18.0167,48.0362,21.7232,21.33737752,17.89138271,5.436593662,0.3701,0.2888,1.703,0.424838204,105.2881,0.2888,0.0834,0.5069,0.5412,0.108,0.0849,0.2045,0.0755,0.1537,0.2656,0.2091,0,0.4091,0.3951,0,1
,-1.97,0.584964041,0.060628868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
-0.3941,0.2792,0.8431,0.2221,-0.6015,,8.3405,9.1691,0,,,46.09505603,8.073051097,,0.0775,0.322772288,0.1810387,,0.0775,-0.0013,0.0711,0.054,-1.3081,-0.1181,-0.0579,0.0325,0,0,0,-0.0763,0,1.1231,0,1
0.2846,7.07,0.211,0.145,0.1716,,1.0263,6.8133,5.746,3.784,3.933356844,6.776136993,0.980582403,0.1762,0.3765,1.195,0.735802542,,0.3765,0.7412,0.7998,0.9423,-0.0033,0.0715,0.09,0.2577,0.1391,0.1464,0.5491,0.1475,0.1539,0.4727,0,0
0.1762,1.27,0.3758,0.022,0.0161,4.965,0.6531,29.4094,40.3172,22.9911,22.86887651,29.35141008,0.649614277,0.0875,0.0554,2.764,0.979949131,25.5404,0.0554,0.2537,0.1961,0.1339,-0.44,0.1358,0.1045,0.0555,0.1736,0.037,-0.0725,0.089,-0.0219,-0.2067,0,1
0.0012,1.88,0.1781,0.017,0.0156,0,0.2844,16.8298,18.1374,11.29,11.22788891,16.80045293,0.282845268,0.1483,0.126,1.435,0.75,25.0934,0.126,0.0209,-0.0833,-0.06,-0.3183,,,-0.064,,,-0.0491,,,0.2399,0,1
0.1163,1.23,0.3356,0.03,0.0225,113.0982,0.5761,19.1138,25.821,10.1908,10.28851504,19.10432186,0.581626146,0.2006,0.2691,1.077,0.135974194,11.349,0.2691,0.1152,0.0006,0.0513,0.057,,0.1742,0.1987,,0.1388,0.134,,0.2641,0.1346,0,0
-0.0452,1.09,1,0.006,0.0532,0,0.0959,15.7248,1.795,1.6748,1.668413155,15.76725586,0.095569563,0.0143,-0.9328,1.202,0.779362199,0,-0.9328,-0.0452,1.1577,1.1557,-0.2614,0.0954,0.1046,-0.0154,0.1939,0.1213,-0.0024,0.1788,0,0,0,1
0.2298,0.3,0.7098,0.13,0.3509,1.2285,6.9166,53.4333,19.6827,14.0043,13.6062559,50.49873676,6.720002953,,0.0236,1.639615052,0.307366852,9.3848,0.0236,0.2165,0.4671,0.3043,1.1359,,0.119,0.0926,,0.6609,0.1201,,0,0.2399,0,1
0.0068,2.97,0.9492,0.218,0.715,0.7055,1.6128,7.6296,2.2555,2.2555,2.228491342,7.322437903,1.593425064,,0.0952,0.945183499,0.05424739,46.3295,0.0952,0.014,0.3595,0.4488,0.0174,,0.0673,0.1167,,0.1104,-0.018,,0.289,0.0455,0,1
-0.0195,-0.32,0.3857,-0.014,0.196,4.9796,2.9153,0,14.9302,10.1682,10.20458098,,2.925678176,-0.0145,-0.0084,4.178,2.984028245,0,-0.0084,0.0101,-1.4331,-1.4615,1.5999,,0.1109,0.0739,,0.4569,0.2574,,0,0,-0.0547,1
0.0428,-12.2,0.4609,-0.271,-1.5309,,0.1783,0,0,0,0.512921203,,0.008946881,-0.0606,-0.1095,0.144,0.060756675,,-0.1095,0.0151,0.1677,0.9515,-0.5427,0,0,-0.9808,0,0,0,0,0,0,0,0
-0.0252,-0.1,0.5757,-0.004,0.0005,0,0.1207,0,258.3415,7.2534,7.245825243,,0.120562167,-0.0237,0.0216,1.177,0.589642499,2.1461,0.0216,-0.0868,-1.8864,0,-0.9848,-0.0648,-0.0845,-0.0379,-0.1913,-0.2986,-0.0661,0,0,0,0,1
0.2114,9.29,1,0.183,0.3953,4.655,1.4027,7.7029,3.5589,3.4089,3.376273269,7.603631603,1.389251242,0.464,0.4976,1.976,1.906568173,62.8685,0.4976,0.2114,2.007,1.9399,0.715,0.1305,0.1644,0.1561,0.3108,0.2767,0.2837,0,0.4123,1.0047,0,1
0.0441,2.33,0.3489,0.096,-0.054,2.9584,2.0468,21.309,0,8.2604,8.141910062,21.10452486,2.017412023,0.0366,0.1382,0.941,1.160823171,29.6614,0.1382,-0.0419,0.4283,0.4207,-10.275,-0.0213,-0.0027,0.0145,0.0933,0.0247,0.0061,0.0592,0.065,0.072,0,1
0.0278,2.49,0.3471,0.089,0.082,,2.3837,26.3534,29.0551,16.486,16.84075231,26.48024352,2.360975401,0.3842,0.1028,1.329,1.151171815,,0.1028,0.0148,-0.1887,-0.1672,-0.3513,0.061,0.0583,0.0579,0.0519,-0.0147,-0.0784,0.0301,-0.0081,-0.0483,0.0676,1
0.0123,7.932,0.3309,0.337,0.2865,,1.617,6.112,5.6434,,3.70252034,4.467295219,1.503503583,0.2068,0.3122,1.908,1.724434774,,0.3122,0.0276,0.5565,0.6175,-0.1166,-0.051,-0.0354,0.0706,-0.0449,-0.0293,0.1212,0.1139,0.3145,0,0.0966,1
-0.0035,-0.76,0.4514,-0.071,0.0463,0,0.8278,0,17.8789,9.5266,9.517662577,,0.827063018,-0.2733,-0.1225,1.448,1.039123053,0,-0.1225,0.043,0.0875,0.0952,-0.2161,,0.0169,0.0114,,-0.0369,-0.285,,0,0,0,0
0.2826,101641,1,0.052,-0.1726,79.3191,0.6063,0.0001,0,-3.7349,,11.56892134,0.603041012,0.6234,0.1881,1.056,1.020830943,2821.8902,0.1881,0.2826,-0.2613,-0.2966,-1.4234,,,,,,,,,,0,1
-0.084,1,0.602,0.248,-0.0402,1.3549,4.1589,17.04,0,10.7826,10.70975268,16.67493105,4.130823447,,0.0762,1.675253391,1.134688691,17.33,0.0762,-0.0998,-0.0245,0.087,-1.1656,0.0047,0.0394,0.0132,-0.0174,0.0364,0.016,0.0198,0.1084,0.047,0,1
